CODE_Origin,CODE_Destination,Date,Transport_Mode,Volume,Capacity,Daily_Capacity
Almacen 260,Almacen 622,2024-03-21,Tren,13.0,67.0,10.0
Almacen 260,Almacen 622,2024-03-21,Camion,1.0,25.0,4.0
Almacen 260,Almacen 622,2024-03-22,Tren,5.0,67.0,10.0
Almacen 260,Almacen 622,2024-03-22,Camion,1.0,25.0,4.0
Almacen 260,Almacen 622,2024-03-23,Tren,2.0,67.0,10.0
Almacen 260,Almacen 622,2024-03-24,Tren,1.0,67.0,10.0
Almacen 260,Almacen 622,2024-03-27,Tren,2.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-13,Tren,6.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-13,Camion,1.0,25.0,4.0
Almacen 260,Almacen 622,2024-04-14,Tren,8.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-14,Camion,1.0,25.0,4.0
Almacen 260,Almacen 622,2024-04-17,Tren,13.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-17,Camion,1.0,25.0,4.0
Almacen 260,Almacen 622,2024-04-18,Tren,3.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-19,Tren,3.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-20,Tren,4.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-21,Tren,2.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-24,Tren,3.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-26,Tren,4.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-27,Tren,4.0,67.0,10.0
Almacen 260,Almacen 622,2024-04-28,Tren,2.0,67.0,10.0
Almacen 260,Almacen 625,2024-04-14,-,1.0,44.0,6.0
Almacen 260,Almacen 625,2024-04-18,-,1.0,44.0,6.0
Almacen 260,Almacen 625,2024-04-26,-,1.0,44.0,6.0
Almacen 260,Almacen 626,2024-03-22,-,1.0,14.0,2.0
Almacen 260,Almacen 626,2024-04-14,-,1.0,14.0,2.0
Almacen 260,Almacen 626,2024-04-17,-,3.0,14.0,2.0
Almacen 260,Almacen 626,2024-04-19,-,1.0,14.0,2.0
Almacen 260,Almacen 626,2024-04-26,-,1.0,14.0,2.0
Almacen 260,Almacen 628,2024-03-21,-,8.0,110.0,16.0
Almacen 260,Almacen 628,2024-03-22,-,2.0,110.0,16.0
Almacen 260,Almacen 628,2024-03-24,-,2.0,110.0,16.0
Almacen 260,Almacen 628,2024-04-13,-,1.0,110.0,16.0
Almacen 260,Almacen 628,2024-04-14,-,2.0,110.0,16.0
Almacen 260,Almacen 628,2024-04-17,-,2.0,110.0,16.0
Almacen 260,Almacen 628,2024-04-20,-,1.0,110.0,16.0
Almacen 260,Almacen 628,2024-04-21,-,1.0,110.0,16.0
Almacen 260,Almacen 628,2024-04-25,-,1.0,110.0,16.0
Almacen 260,Almacen 642,2024-03-21,Tren,40.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-21,Camion,7.0,68.0,10.0
Almacen 260,Almacen 642,2024-03-22,Tren,20.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-22,Camion,4.0,68.0,10.0
Almacen 260,Almacen 642,2024-03-23,Tren,6.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-23,Camion,1.0,68.0,10.0
Almacen 260,Almacen 642,2024-03-24,Tren,3.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-24,Camion,1.0,68.0,10.0
Almacen 260,Almacen 642,2024-03-25,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-26,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-27,Tren,8.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-27,Camion,2.0,68.0,10.0
Almacen 260,Almacen 642,2024-03-28,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-30,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-03-31,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-03,Tren,3.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-03,Camion,1.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-13,Tren,158.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-13,Camion,28.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-14,Tren,105.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-14,Camion,19.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-16,Tren,5.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-16,Camion,1.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-17,Tren,120.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-17,Camion,21.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-18,Tren,16.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-18,Camion,3.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-19,Tren,13.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-19,Camion,2.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-20,Tren,23.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-20,Camion,4.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-21,Tren,16.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-21,Camion,3.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-22,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-23,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-24,Tren,15.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-24,Camion,3.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-25,Tren,14.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-25,Camion,2.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-26,Tren,8.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-26,Camion,1.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-27,Tren,12.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-27,Camion,2.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-28,Tren,12.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-28,Camion,2.0,68.0,10.0
Almacen 260,Almacen 642,2024-04-29,Tren,1.0,272.0,39.0
Almacen 260,Almacen 642,2024-04-30,Tren,1.0,272.0,39.0
Almacen 260,Almacen 647,2024-03-21,Camion,7.0,13.0,2.0
Almacen 260,Almacen 647,2024-04-13,Camion,1.0,13.0,2.0
Almacen 260,Almacen 647,2024-04-14,Camion,3.0,13.0,2.0
Almacen 260,Almacen 647,2024-04-17,Camion,4.0,13.0,2.0
Almacen 260,Almacen 647,2024-04-20,Camion,1.0,13.0,2.0
Almacen 260,Almacen 647,2024-04-21,Camion,1.0,13.0,2.0
Almacen 260,Almacen 647,2024-04-27,Camion,2.0,13.0,2.0
Almacen 260,Almacen 649,2024-03-21,Camion,1.0,23.0,3.0
Almacen 260,Almacen 649,2024-04-17,Camion,4.0,23.0,3.0
Almacen 260,Almacen 649,2024-04-21,Camion,1.0,23.0,3.0
Almacen 260,Almacen 649,2024-04-25,Camion,1.0,23.0,3.0
Almacen 260,Almacen 651,2024-04-17,Camion,4.0,29.0,4.0
Almacen 260,Almacen 651,2024-04-26,Camion,2.0,29.0,4.0
Almacen 260,Almacen 653,2024-03-22,Camion,1.0,4.0,1.0
Almacen 260,Almacen 653,2024-04-13,Camion,1.0,4.0,1.0
Almacen 260,Almacen 653,2024-04-17,Camion,2.0,4.0,1.0
Almacen 260,Almacen 653,2024-04-24,Camion,1.0,4.0,1.0
Almacen 260,Almacen 653,2024-04-27,Camion,1.0,4.0,1.0
Almacen 260,Almacen 663,2024-03-22,Camion,1.0,56.0,8.0
Almacen 260,Almacen 663,2024-04-14,Camion,4.0,56.0,8.0
Almacen 260,Almacen 663,2024-04-17,Camion,2.0,56.0,8.0
Almacen 260,Almacen 663,2024-04-18,Camion,2.0,56.0,8.0
Almacen 260,Almacen 663,2024-04-20,Camion,1.0,56.0,8.0
Almacen 260,Almacen 663,2024-04-24,Camion,1.0,56.0,8.0
Almacen 260,Almacen 663,2024-04-28,Camion,1.0,56.0,8.0
Almacen 260,Almacen 664,2024-03-21,Camion,1.0,56.0,8.0
Almacen 260,Almacen 664,2024-03-22,Camion,2.0,56.0,8.0
Almacen 260,Almacen 664,2024-04-13,Camion,1.0,56.0,8.0
Almacen 260,Almacen 664,2024-04-17,Camion,1.0,56.0,8.0
Almacen 260,Almacen 664,2024-04-18,Camion,1.0,56.0,8.0
Almacen 260,Almacen 664,2024-04-19,Camion,1.0,56.0,8.0
Almacen 260,Almacen 664,2024-04-20,Camion,3.0,56.0,8.0
Almacen 260,Almacen 664,2024-04-21,Camion,1.0,56.0,8.0
Almacen 260,Almacen 664,2024-04-27,Camion,1.0,56.0,8.0
Almacen 260,Almacen 669,2024-03-21,Camion,1.0,6.0,1.0
Almacen 260,Almacen 669,2024-03-22,Camion,1.0,6.0,1.0
Almacen 260,Almacen 669,2024-04-13,Camion,2.0,6.0,1.0
Almacen 260,Almacen 669,2024-04-14,Camion,1.0,6.0,1.0
Almacen 260,Almacen 669,2024-04-17,Camion,2.0,6.0,1.0
Almacen 260,Almacen 669,2024-04-27,Camion,1.0,6.0,1.0
Almacen 260,Almacen 676,2024-03-21,Camion,16.0,109.0,16.0
Almacen 260,Almacen 676,2024-03-22,Camion,1.0,109.0,16.0
Almacen 260,Almacen 676,2024-03-27,Camion,2.0,109.0,16.0
Almacen 260,Almacen 676,2024-03-28,Camion,1.0,109.0,16.0
Almacen 260,Almacen 676,2024-03-31,Camion,1.0,109.0,16.0
Almacen 260,Almacen 676,2024-04-13,Camion,9.0,109.0,16.0
Almacen 260,Almacen 676,2024-04-17,Camion,4.0,109.0,16.0
Almacen 260,Almacen 676,2024-04-19,Camion,1.0,109.0,16.0
Almacen 260,Almacen 676,2024-04-21,Camion,2.0,109.0,16.0
Almacen 260,Almacen 676,2024-04-25,Camion,1.0,109.0,16.0
Almacen 260,Almacen 676,2024-04-27,Camion,1.0,109.0,16.0
Almacen 260,Almacen 680,2024-03-25,-,1.0,66.0,9.0
Almacen 260,Almacen 680,2024-03-27,-,1.0,66.0,9.0
Almacen 260,Almacen 680,2024-04-17,-,2.0,66.0,9.0
Almacen 260,Almacen 680,2024-04-20,-,1.0,66.0,9.0
Almacen 260,Almacen 683,2024-04-13,Camion,2.0,29.0,4.0
Almacen 260,Almacen 683,2024-04-17,Camion,4.0,29.0,4.0
Almacen 260,Almacen 683,2024-04-24,Camion,1.0,29.0,4.0
Almacen 260,Almacen 683,2024-04-25,Camion,2.0,29.0,4.0
Almacen 260,Almacen 683,2024-04-28,Camion,1.0,29.0,4.0
Almacen 260,Almacen 691,2024-03-26,Camion,1.0,23.0,3.0
Almacen 260,Almacen 691,2024-04-14,Camion,2.0,23.0,3.0
Almacen 260,Almacen 691,2024-04-17,Camion,3.0,23.0,3.0
Almacen 260,Almacen 691,2024-04-28,Camion,1.0,23.0,3.0
Almacen 260,Almacen 694,2024-03-21,Camion,1.0,6.0,1.0
Almacen 260,Almacen 694,2024-03-22,Camion,2.0,6.0,1.0
Almacen 260,Almacen 694,2024-04-14,Camion,1.0,6.0,1.0
Almacen 260,Almacen 694,2024-04-17,Camion,6.0,6.0,1.0
Almacen 260,Almacen 694,2024-04-18,Camion,1.0,6.0,1.0
Almacen 260,Almacen 694,2024-04-20,Camion,1.0,6.0,1.0
Almacen 260,Almacen 694,2024-04-28,Camion,1.0,6.0,1.0
Almacen 260,Almacen 695,2024-03-21,Camion,1.0,10.0,1.0
Almacen 260,Almacen 695,2024-03-22,Camion,1.0,10.0,1.0
Almacen 260,Almacen 695,2024-04-13,Camion,2.0,10.0,1.0
Almacen 260,Almacen 695,2024-04-17,Camion,4.0,10.0,1.0
Almacen 260,Almacen 695,2024-04-19,Camion,1.0,10.0,1.0
Almacen 260,Almacen 695,2024-04-28,Camion,1.0,10.0,1.0
Almacen 260,Almacen 697,2024-03-21,Camion,2.0,10.0,1.0
Almacen 260,Almacen 697,2024-04-12,Camion,1.0,10.0,1.0
Almacen 260,Almacen 697,2024-04-14,Camion,2.0,10.0,1.0
Almacen 260,Almacen 697,2024-04-17,Camion,2.0,10.0,1.0
Almacen 260,Almacen 697,2024-04-24,Camion,1.0,10.0,1.0
Almacen 260,Almacen 709,2024-03-23,-,1.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-16,-,1.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-17,-,5.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-20,-,3.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-21,-,1.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-22,-,1.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-23,-,1.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-24,-,3.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-28,-,2.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-29,-,4.0,0.0,0.0
Almacen 260,Almacen 709,2024-04-30,-,4.0,0.0,0.0
Almacen 260,Almacen 728,2024-03-21,Camion,7.0,12.0,2.0
Almacen 260,Almacen 728,2024-03-22,Camion,3.0,12.0,2.0
Almacen 260,Almacen 728,2024-03-24,Camion,1.0,12.0,2.0
Almacen 260,Almacen 728,2024-03-26,Camion,1.0,12.0,2.0
Almacen 260,Almacen 728,2024-03-28,Camion,1.0,12.0,2.0
Almacen 260,Almacen 728,2024-04-14,Camion,2.0,12.0,2.0
Almacen 260,Almacen 728,2024-04-17,Camion,8.0,12.0,2.0
Almacen 260,Almacen 728,2024-04-19,Camion,1.0,12.0,2.0
Almacen 260,Almacen 730,2024-04-14,Camion,1.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-20,-,1.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-21,-,38.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-22,-,37.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-23,-,38.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-24,-,32.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-27,-,29.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-28,-,29.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-29,-,33.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-30,-,23.0,0.0,0.0
Almacen 433,Almacen 526,2024-03-31,-,36.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-03,-,24.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-04,-,39.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-05,-,34.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-06,-,25.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-07,-,26.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-10,-,31.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-11,-,42.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-12,-,31.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-13,-,28.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-14,-,30.0,0.0,0.0
Almacen 433,Almacen 526,2024-04-17,-,42.0,0.0,0.0
Almacen 433,Almacen 619,2024-03-21,Tren,80.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-22,Tren,43.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-23,Tren,28.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-24,Tren,41.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-25,Tren,1.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-26,Tren,2.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-27,Tren,34.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-28,Tren,25.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-29,Tren,26.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-30,Tren,23.0,115.0,16.0
Almacen 433,Almacen 619,2024-03-31,Tren,31.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-03,Tren,26.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-04,Tren,28.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-05,Tren,37.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-06,Tren,44.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-07,Tren,38.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-10,Tren,45.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-11,Tren,32.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-12,Tren,42.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-13,Tren,32.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-14,Tren,44.0,115.0,16.0
Almacen 433,Almacen 619,2024-04-17,Tren,43.0,115.0,16.0
Almacen 433,Almacen 622,2024-03-21,Tren,33.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-22,Tren,11.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-23,Tren,10.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-24,Tren,14.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-27,Tren,13.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-28,Tren,8.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-29,Tren,8.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-30,Tren,19.0,299.0,43.0
Almacen 433,Almacen 622,2024-03-31,Tren,10.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-03,Tren,10.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-04,Tren,10.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-05,Tren,23.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-06,Tren,22.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-07,Tren,25.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-10,Tren,21.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-11,Tren,21.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-12,Tren,19.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-13,Tren,20.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-14,Tren,17.0,299.0,43.0
Almacen 433,Almacen 622,2024-04-17,Tren,19.0,299.0,43.0
Almacen 433,Almacen 636,2024-03-21,Tren,56.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-22,Tren,32.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-23,Tren,32.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-24,Tren,31.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-27,Tren,51.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-28,Tren,31.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-29,Tren,34.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-30,Tren,39.0,530.0,76.0
Almacen 433,Almacen 636,2024-03-31,Tren,37.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-03,Tren,54.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-04,Tren,43.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-05,Tren,42.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-06,Tren,42.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-07,Tren,48.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-10,Tren,35.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-11,Tren,34.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-12,Tren,36.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-13,Tren,26.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-14,Tren,29.0,530.0,76.0
Almacen 433,Almacen 636,2024-04-17,Tren,32.0,530.0,76.0
Almacen 433,Almacen 642,2024-03-21,Tren,57.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-22,Tren,41.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-23,Tren,43.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-24,Tren,72.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-25,Tren,15.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-26,Tren,18.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-27,Tren,68.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-28,Tren,41.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-29,Tren,43.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-30,Tren,71.0,707.0,101.0
Almacen 433,Almacen 642,2024-03-31,Tren,90.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-01,Tren,19.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-02,Tren,4.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-03,Tren,105.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-04,Tren,75.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-05,Tren,88.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-06,Tren,89.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-07,Tren,106.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-08,Tren,8.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-09,Tren,17.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-10,Tren,110.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-11,Tren,85.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-12,Tren,70.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-13,Tren,76.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-14,Tren,78.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-15,Tren,7.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-16,Tren,7.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-17,Tren,62.0,707.0,101.0
Almacen 433,Almacen 642,2024-04-20,Tren,6.0,707.0,101.0
Almacen 433,Almacen 643,2024-03-20,Tren,2.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-21,Tren,131.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-22,Tren,110.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-23,Tren,107.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-24,Tren,111.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-27,Tren,114.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-28,Tren,118.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-29,Tren,97.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-30,Tren,134.0,1019.0,146.0
Almacen 433,Almacen 643,2024-03-31,Tren,116.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-03,Tren,130.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-04,Tren,104.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-05,Tren,133.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-06,Tren,94.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-07,Tren,131.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-10,Tren,129.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-11,Tren,118.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-12,Tren,139.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-13,Tren,145.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-14,Tren,144.0,1019.0,146.0
Almacen 433,Almacen 643,2024-04-17,Tren,140.0,1019.0,146.0
Almacen 433,Almacen 652,2024-03-20,Camion,2.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-21,Camion,98.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-22,Camion,51.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-23,Camion,33.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-24,Camion,46.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-25,Camion,2.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-26,Camion,3.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-27,Camion,39.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-28,Camion,43.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-29,Camion,25.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-30,Camion,36.0,106.0,15.0
Almacen 433,Almacen 652,2024-03-31,Camion,25.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-03,Camion,47.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-04,Camion,34.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-05,Camion,19.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-06,Camion,33.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-07,Camion,46.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-10,Camion,25.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-11,Camion,26.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-12,Camion,25.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-13,Camion,26.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-14,Camion,34.0,106.0,15.0
Almacen 433,Almacen 652,2024-04-17,Camion,53.0,106.0,15.0
Almacen 433,Almacen 653,2024-03-21,Tren,75.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-22,Tren,31.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-23,Tren,25.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-24,Tren,29.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-26,Tren,1.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-27,Tren,25.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-28,Tren,30.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-29,Tren,20.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-30,Tren,35.0,439.0,63.0
Almacen 433,Almacen 653,2024-03-31,Tren,31.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-03,Tren,26.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-04,Tren,48.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-05,Tren,63.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-06,Tren,44.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-07,Tren,30.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-10,Tren,70.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-11,Tren,89.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-12,Tren,86.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-13,Tren,118.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-14,Tren,89.0,439.0,63.0
Almacen 433,Almacen 653,2024-04-17,Tren,64.0,439.0,63.0
Almacen 433,Almacen 655,2024-03-20,Tren,2.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-21,Tren,175.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-22,Tren,104.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-23,Tren,106.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-24,Tren,99.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-27,Tren,60.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-28,Tren,61.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-29,Tren,67.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-30,Tren,73.0,821.0,117.0
Almacen 433,Almacen 655,2024-03-31,Tren,65.0,821.0,117.0
Almacen 433,Almacen 655,2024-04-03,Tren,77.0,821.0,117.0
Almacen 433,Almacen 655,2024-04-04,Tren,83.0,821.0,117.0
Almacen 433,Almacen 655,2024-04-05,Tren,68.0,821.0,117.0
Almacen 433,Almacen 655,2024-04-06,Tren,64.0,821.0,117.0
Almacen 433,Almacen 655,2024-04-07,Tren,1.0,821.0,117.0
